,rtrating,numofreviews,link,movietitle,year,AspectRatio,BoxOffice(GrossUSA),Director,Distributor,Genre,OriginalLanguage,Producer,Rating,ReleaseDate(Streaming),Runtime,SoundMix,Writer,MovieRuntime,ReleaseDate(Theater),ReleaseType,streamingornot,releasetype
93,90 ,191,/m/the_kid_who_would_be_king,The Kid Who Would Be King,2019,Scope(2.35:1),16800000.0,Joe Cornish,20th Century Fox,Kids&family,English,"Nira Park, Tim Bevan, Eric Fellner",PG,"Apr16,2019",2h0m,,Joe Cornish,120.0,"Jan25,2019 ",wide,1,1
94,94 ,103,/m/shadow_2018,Shadow,2019,Scope(2.35:1),521400.0,Yimou Zhang,Well Go U S A,Sports&fitness,Chinese,"Jun Liu, Catherine Pang, Xiaozhu Wang",,"Aug13,2019",1h56m,"Dolby Atmos, Dolby Digital, D T S","Yimou Zhang, Wei Li",116.0,"May3,2019 ",limited,1,0
95,94 ,99,/m/sword_of_trust,Sword of Trust,2019,,321200.0,Lynn Shelton,I F C Films,Comedy,English,"Ted Speaker, Lynn Shelton",R,"Jul22,2019",1h29m,,"Lynn Shelton, Michael Patrick O' Brien",89.0,"Jul12,2019 ",limited,1,0
96,96 ,53,/m/rojo_2018,Rojo,2019,,91200.0,Benjamín Naishtat,Distrib Films,Mystery&thriller,Spanish,"Emmanuel Chaumet, Federico Eibuszyc, Barbara Sarasola- Day, Marleen Slot, Ingmar Trost, Dan Wechsler, Jamal Zeinal Zade, Rachel Ellis",,"Nov8,2019",1h49m,,Benjamín Naishtat,109.0,"Jul12,2019 ",limited,1,0
97,96 ,51,/m/an_elephant_sitting_still,An Elephant Sitting Still Da xiang xi di er zuo,2019,,22000.0,Hu Bo,Kim Stim,Drama,Chinese,,,"Nov21,2019",3h50m,,,230.0,"Mar8,2019 ",limited,1,0
98,91 ,160,/m/in_fabric,In Fabric,2019,Scope(2.35:1),25000.0,Peter Strickland,A24,Comedy,English(UnitedKingdom),Andrew Starke,R,"Nov19,2019",1h58m,,Peter Strickland,118.0,"Dec6,2019 ",limited,1,0
99,96 ,49,/m/it_must_be_heaven,It Must Be Heaven,2019,,,Elia Suleiman,,Drama,French(France),"Laurine Pelassy, Michel Merkt, Thanassis Karathanos, Serge Noël, Martin Hampel, Elia Suleiman, Edouard Weil",,,1h37m,,,97.0,,,0,
100,98 ,333,/m/one_night_in_miami,One Night in Miami,2020,Scope(2.35:1),,Regina King,Amazon Studios,Drama,English,"Jessica Calder, Keith Calder, Jody Klein",R,"Jan15,2021",1h50m,,Kemp Powers,110.0,"Dec25,2020 ",limited,1,0
101,98 ,324,/m/portrait_of_a_lady_on_fire,Portrait of a Lady on Fire Portrait de la jeune fille en feu,2020,Flat(1.85:1),3800000.0,Céline Sciamma,Neon,History,French(France),"Bénédicte Couvreur, Véronique Cayla",R,"Apr3,2020",2h1m,Dolby Digital,Céline Sciamma,121.0,"Dec6,2019 ",limited,1,0
102,98 ,310,/m/minari,Minari,2020,,700000.0,Lee Isaac Chung,A24,Drama,English,"Dede Gardner, Jeremy Kleiner, Christina Oh",PG-13,"Feb26,2021",1h55m,,Lee Isaac Chung,115.0,"Feb12,2021 ",limited,1,0
103,92 ,412,/m/the_invisible_man_2020,The Invisible Man,2020,Scope(2.35:1),64300000.0,Leigh Whannell,Universal Pictures,Mystery&thriller,English,"Jason Blum, Kylie Du Fresne",R,"Mar20,2020",2h4m,Dolby Atmos,Leigh Whannell,124.0,"Feb28,2020 ",wide,1,1
104,97 ,301,/m/ma_raineys_black_bottom,Ma Rainey's Black Bottom,2020,Scope(2.35:1),,George C. Wolfe,Netflix,History,English,"Todd Black, Denzel Washington, Dany Wolf",R,"Dec18,2020",1h34m,,Ruben Santiago- Hudson,94.0,"Nov25,2020 ",limited,1,0
105,95 ,344,/m/soul_2020,Soul,2020,Scope(2.35:1),,Pete Docter,,Comedy,English,Dana Leigh Murray,PG,"Dec25,2020",1h40m,Dolby Atmos,"Pete Docter, Mike Jones, Kemp Powers",100.0,,,1,
106,89 ,461,/m/1917_2019,1917,2020,Scope(2.35:1),159200000.0,Sam Mendes,Universal Pictures,War,English,"Sam Mendes, Pippa Harris, Jayne- Ann Tenggren, Callum Mc Dougall, Brian Oliver",R,"Dec25,2019",1h59m,Dolby Atmos,"Sam Mendes, Krysty Wilson- Cairns",119.0,"Jan10,2020 ",wide,1,1
107,99 ,235,/m/never_rarely_sometimes_always,Never Rarely Sometimes Always,2020,Flat(1.85:1),16300.0,Eliza Hittman,Focus Features,Drama,English,"Lia Buman, Rose Garnett, Tim Headington, Sara Murphy, Alex Orlovsky, Elika Portnoy, Adele Romanski",PG-13,"Apr3,2020",1h41m,,Eliza Hittman,101.0,"Mar13,2020 ",limited,1,0
108,97 ,275,/m/sound_of_metal,Sound of Metal,2020,Scope(2.35:1),,Darius Marder,Amazon Studios,Drama,English,"Sacha Ben Harroche, Bert Hamelinck",R,"Dec4,2020",2h0m,,"Darius Marder, Abraham Marder",120.0,"Nov20,2020 ",limited,1,0
109,90 ,405,/m/promising_young_woman,Promising Young Woman,2020,Scope(2.35:1),6400000.0,Emerald Fennell,Focus Features,Mystery&thriller,English,"Margot Robbie, Josey Mc Namara, Tom Ackerley, Ben Browning, Ashley Fox, Emerald Fennell",R,"Jan15,2021",1h53m,Dolby Atmos,Emerald Fennell,113.0,"Dec25,2020 ",wide,1,1
110,99 ,162,/m/wolfwalkers,Wolfwalkers,2020,Flat(1.85:1),,"Tomm Moore, Ross Stewart",G K I D S,Animation,English,"Tomm Moore, Stéphan Roelants, Nora Twomey, Paul Young",PG,"Dec11,2020",1h43m,,Will Collins,103.0,"Nov13,2020 ",limited,1,0
111,95 ,244,/m/palm_springs_2020,Palm Springs,2020,Scope(2.35:1),,Max Barbakow,Hulu,Comedy,English,"Chris Parker, Andy Samberg, Akiva Schaffer, Dylan Sellers, Becky Sloviter, Jorma Taccone",R,"Jul10,2020",1h30m,,Andy Siara,90.0,"Jul10,2020 ",limited,1,0
112,97 ,199,/m/hamilton_2020,Hamilton,2020,Flat(1.85:1),,Thomas Kail,,Musical,English,"Thomas Kail, Lin- Manuel Miranda",PG-13,"Jul3,2020",2h40m,Dolby Atmos,Ron Chernow,160.0,,,1,
113,92 ,304,/m/da_5_bloods,Da 5 Bloods,2020,,,Spike Lee,,War,English,"Spike Lee, Beatriz Levin, Lloyd Levin, Jon Kilik",R,"Jun13,2020",2h35m,Dolby Atmos,Spike Lee,155.0,,,1,
114,96 ,209,/m/first_cow,First Cow,2020,,161000.0,Kelly Reichardt,A24,Western,English,"Neil Kopp, Vincent Savino, Anish Savjani",PG-13,"Jul10,2020",2h2m,,"Jonathan Raymond, Kelly Reichardt",122.0,"Mar6,2020 ",limited,1,0
115,99 ,144,/m/miss_juneteenth,Miss Juneteenth,2020,Scope(2.35:1),86300.0,Channing Godfrey Peoples,Vertical Entertainment,Drama,English,"Neil Creque Williams, James M. Johnston, Jeanie Igoe, Toby Halbrooks, Tim Headington, Theresa Steele Page",,"Jun19,2020",1h43m,,Channing Godfrey Peoples,103.0,"Jun19,2020 ",limited,1,0
116,100 ,119,/m/his_house,His House,2020,Scope(2.35:1),,Remi Weekes,,Mystery&thriller,English(UnitedKingdom),Aidan Elliott,,"Oct30,2020",1h33m,,Remi Weekes,93.0,,,1,
117,99 ,130,/m/collective_2020,Collective Colectiv,2020,Flat(1.85:1),,Alexander Nanau,Magnolia Pictures,Documentary,Romanian,"Hanka Kastelicová, Bernard Michaux, Alexander Nanau, Bianca Oana",,"Nov20,2020",1h49m,,"Alexander Nanau, Antoaneta Opris",109.0,"Nov20,2020 ",limited,1,0
118,100 ,100,/m/crip_camp_a_disability_revolution,Crip Camp: A Disability Revolution,2020,,,"James Lebrecht, Nicole Newnham",,Documentary,English,"James Lebrecht, Sara Bolder, Nicole Newnham",R,"Mar26,2020",1h47m,,"James Lebrecht, Nicole Newnham",107.0,,,1,
119,100 ,98,/m/76_days,76 Days,2020,,,"Hao Wu, Weixi Chen",M T V Documentary Films,Documentary,Chinese,"Jean Tsien, Hao Wu",,"Mar5,2021",1h33m,,Hao Wu,93.0,"Jan23,2021 ",limited,1,0
120,89 ,331,/m/the_trial_of_the_chicago_7,The Trial of the Chicago 7,2020,Scope(2.35:1),,Aaron Sorkin,Netflix,History,English,"Stuart M. Besser, Matt Jackson, Tyler Thompson, Marc Platt",R,"Oct16,2020",2h9m,Dolby Digital,Aaron Sorkin,129.0,"Oct16,2020 ",limited,1,0
121,100 ,93,/m/host_2020,Host,2020,,,Rob Savage,,Horror,English(UnitedKingdom),,,"Jul30,2020",57m,,"Rob Savage, Gemma Hurley, Jed Shepherd",57.0,,,1,
122,98 ,135,/m/david_byrnes_american_utopia,David Byrne's American Utopia,2020,,,Spike Lee,,Musical,English,,,"Oct17,2020",2h15m,,,135.0,,,1,
123,100 ,91,/m/dick_johnson_is_dead,Dick Johnson Is Dead,2020,,,Kirsten Johnson,,Documentary,English,"Katy Chevigny, Marilyn Ness",PG-13,"Oct2,2020",1h29m,,"Kirsten Johnson, Nels Bangerter",89.0,,,1,
124,94 ,219,/m/possessor_uncut,Possessor: Uncut,2020,,745800.0,Brandon Cronenberg,,Mystery&thriller,English,"Fraser Ash, Niv Fichman, Kevin Krikst, Andrew Starke",R,"Dec8,2020",1h42m,,Brandon Cronenberg,102.0,,,1,
125,98 ,131,/m/the_forty_year_old_version,The Forty-Year-Old Version,2020,Scope(2.35:1),,Radha Blank,,Comedy,English,,R,"Oct9,2020",2h3m,,Radha Blank,123.0,,,1,
126,98 ,124,/m/time_2020,Time,2020,,,Garrett Bradley,Amazon Studios,Documentary,English,"Garrett Bradley, Lauren Domino, Kellen Quinn",PG-13,"Oct16,2020",1h21m,,,81.0,"Oct9,2020 ",limited,1,0
127,99 ,102,/m/totally_under_control,Totally Under Control,2020,,,"Alex Gibney, Ophelia Harutyunyan, Suzanne Hillinger",,Documentary,English,"Alex Gibney, Ophelia Harutyunyan, Suzanne Hillinger",,"Oct13,2020",2h3m,,Alex Gibney,123.0,,,1,
128,99 ,102,/m/saint_frances,Saint Frances,2020,,16100.0,Alex Thompson,Oscilloscope Laboratories,Comedy,English,James Choi,,"May3,2020",1h46m,,Kelly O' Sullivan,106.0,"Feb28,2020 ",limited,1,0
129,98 ,123,/m/blow_the_man_down,Blow the Man Down,2020,,,"Bridget Savage Cole, Danielle Krudy",,Comedy,English,"Drew P. Houpt, Alex Scharfman, Lucas Joaquin",R,"Mar17,2020",1h30m,,"Bridget Savage Cole, Danielle Krudy",90.0,,,1,
130,88 ,337,/m/onward,Onward,2020,Scope(2.35:1),60400000.0,Dan Scanlon,Walt Disney,Kids&family,English,Kori Rae,PG,"Mar6,2020",1h43m,"Dolby Atmos, D T S","Dan Scanlon, Jason Headley, Keith Bunin",103.0,"Mar6,2020 ",wide,1,1
131,92 ,245,/m/the_personal_history_of_david_copperfield,The Personal History of David Copperfield,2020,Scope(2.35:1),1900000.0,Armando Iannucci,Searchlight Pictures,Comedy,English(UnitedKingdom),"Armando Iannucci, Kevin Loader",PG,"Nov17,2020",1h59m,,Simon Blackwell,119.0,"Aug28,2020 ",wide,1,1
132,92 ,245,/m/the_vast_of_night,The Vast of Night,2020,Scope(2.35:1),,Andrew Patterson,Amazon Studios,Mystery&thriller,English,"Adam Dietrich, Melissa Kirkendall, James Montague",PG-13,"May31,2020",1h30m,,James Montague,90.0,"May15,2020 ",limited,1,0
133,100 ,72,/m/welcome_to_chechnya,Welcome to Chechnya,2020,,,David France,,Documentary,Russian,"David France, Alice Henty, Askold Kurov, Joy A. Tomchin",,"Jul3,2020",1h47m,,David France,107.0,,,1,
134,100 ,66,/m/all_in_the_fight_for_democracy,All In: The Fight for Democracy,2020,,,"Lisa Cortes, Liz Garbus",Amazon Studios,Documentary,English,"Stacey Abrams, Dan Cogan, Lisa Cortes, Liz Garbus",PG-13,"Sep18,2020",1h42m,,Jack Youngelson,102.0,"Sep9,2020 ",limited,1,0
135,92 ,236,/m/the_assistant_2020,The Assistant,2020,,1100000.0,Kitty Green,Bleecker Street Media,Drama,English,"James Schamus, Scott Macaulay, P. Jennifer Dana",R,"Apr28,2020",1h27m,,Kitty Green,87.0,"Jan31,2020 ",limited,1,0
136,100 ,63,/m/mucho_mucho_amor,Mucho Mucho Amor: The Legend of Walter Mercado,2020,,,"Cristina Constantini, Kareem Tabsch",,Documentary,English,"Cristina Costantini, Alex Fumero, Kareem Tabsch",,"Jul8,2020",1h36m,,,96.0,,,1,
137,92 ,232,/m/relic,Relic,2020,Scope(2.35:1),1000000.0,Natalie Erika James,I F C Midnight,Horror,English,Jake Gyllenhaal,R,"Jun26,2020",1h29m,,"Natalie Erika James, Christian White",89.0,"Jul10,2020 ",limited,1,0
138,97 ,124,/m/the_truffle_hunters,The Truffle Hunters,2020,Flat(1.85:1),520400.0,"Michael Dweck, Gregory Kershaw",Sony Pictures Classics,Documentary,Italian,"Michael Dweck, Gregory Kershaw",PG-13,"Aug17,2021",1h24m,,,84.0,"Mar5,2021 ",limited,1,0
139,100 ,56,/m/athlete_a,Athlete A,2020,,,"Bonni Cohen, Jon Shenk",,Documentary,English,"Serin Marshall, Jen Sey, Julie Parker Benello",PG-13,"Jun25,2020",1h43m,,,103.0,,,1,
140,98 ,99,/m/corpus_christi_2020,Corpus Christi Boze cialo,2020,Scope(2.35:1),127200.0,Jan Komasa,Film Movement,Drama,Polish,"Leszek Bodzak, Aneta Cebula- Hickinbotham, Krzysztof Rak",,"May22,2020",1h35m,,Mateusz Pacewicz,95.0,"Feb24,2020 ",limited,1,0
141,99 ,77,/m/driveways,Driveways,2020,,,Andrew Ahn,,Drama,English,,,"May8,2020",1h23m,,"Hannah Bos, Paul Thureen",83.0,,,1,
142,100 ,54,/m/a_secret_love,A Secret Love,2020,,,Chris Bolan,,Documentary,English,"Alexa L. Fogel, Brendan Mason, Ryan Murphy",,"Apr29,2020",1h23m,,"Chris Bolan, Alexa L. Fogel",83.0,,,1,
143,99 ,73,/m/on_the_record,On the Record,2020,,,"Kirby Dick, Amy Ziering",,Documentary,English,"Jamie Rogers, Kirby Dick, Amy Herdy",,"May27,2020",1h35m,,"Kirby Dick, Sara Newens, Amy Ziering",95.0,,,1,
144,100 ,51,/m/coded_bias,Coded Bias,2020,,,Shalini Kantayya,,Documentary,English,,,"Apr5,2021",1h30m,,Shalini Kantayya,90.0,,,1,
145,98 ,93,/m/extra_ordinary,Extra Ordinary,2020,,160900.0,"Michael Ahern, Enda Loughman",Good Deed Entertainment,Comedy,English(UnitedKingdom),"Katie Holly, Yvonne Donohoe, Mary Mc Carthy",R,"Jan13,2020",1h34m,,Enda Loughman,94.0,"Mar6,2020 ",limited,1,0
146,100 ,49,/m/slay_the_dragon,Slay the Dragon,2020,,,"Chris Durrance, Barak Goodman",,Documentary,English,Barak Goodman,PG-13,"Apr3,2020",1h41m,,,101.0,,,1,
147,99 ,67,/m/the_fight_2020,The Fight,2020,,,"Elyse Steinberg, Josh Kriegman, Eli B. Despres",Magnolia Pictures,Documentary,English,"Eli B. Despres, Peggy Drexler, Josh Kriegman, Maya Seidler, Elyse Steinberg, Kerry Washington",PG-13,"Jul30,2020",1h36m,,,96.0,"Jul31,2020 ",limited,1,0
148,100 ,44,/m/a_thousand_cuts_2020,A Thousand Cuts,2020,,,Ramona S. Diaz,P B S Distribution,Documentary,English,"Ramona S. Diaz, Chris Clements, Christopher Clements, Julie Goldman, Carolyn Hepburn, Leah Marino",,"Aug7,2020",1h50m,,Ramona S. Diaz,110.0,"Aug7,2020 ",limited,1,0
149,100 ,44,/m/coup_53,Coup 53,2020,,,Taghi Amirani,Amirani Media,Documentary,English,"Taghi Amirani, Paul Zaentz",,,1h58m,,Taghi Amirani,118.0,"Aug21,2020 ",limited,0,0
150,100 ,44,/m/rewind_2020,Rewind,2020,,,Sasha Neulinger,,Documentary,English,"Avela Grenier, Shasta Grenier, Robert Schneeweis",,"Jun12,2020",1h26m,,,86.0,,,1,
151,92 ,216,/m/another_round,Another Round Druk,2020,,,Thomas Vinterberg,Samuel Goldwyn Films,Drama,Danish,"Kasper Dissing, Sisse Graum Jørgensen",,"Dec18,2020",1h55m,,"Thomas Vinterberg, Tobias Lindholm",115.0,"Dec4,2020 ",limited,1,0
152,100 ,43,/m/mayor,Mayor,2020,Scope(2.35:1),,David Osit,,Documentary,English,David Osit,,"Feb14,2021",1h29m,,,89.0,,,1,
153,100 ,41,/m/mystify_michael_hutchence,Mystify: Michael Hutchence,2020,,,Richard Lowenstein,,Documentary,English(Australia),"John Battsek, Andrewde Groot",,"Jan21,2020",1h48m,,Richard Lowenstein,108.0,,,1,
154,100 ,40,/m/acasa_my_home,"Acasa, My Home",2020,,,Radu Ciorniciuc,Zeitgeist Films,Documentary,Romanian,"Erkko Lyytinen, Monica Lazurean- Gorgan, Alina David",,"Mar15,2021",1h26m,,,86.0,"Jan15,2021 ",limited,1,0
155,97 ,102,/m/the_half_of_it,The Half of It,2020,,,Alice Wu,,Comedy,English,"Blair Breard, Anthony Bregman, Alice Wu",PG-13,"May2,2020",1h45m,,Alice Wu,105.0,,,1,
